id,key,value,type
8766674,ramp,yes,regular
8766674,lanes,1,regular
8766674,width,15.2,regular
8766674,oneway,yes,regular
8766674,source,massgis_import_v0.1_20071009085127,regular
8766674,highway,motorway_link,regular
8766674,condition,good,regular
8766674,orig_name,Ramp-lower Westfield Rd To Rt 91;Ramp-rt 91 Nb To Lower Westfield,regular
8766674,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766674,way_id,144594;136269,massgis
8766737,name,Whitney Avenue,regular
8766737,width,12.2,regular
8766737,oneway,yes,regular
8766737,source,massgis_import_v0.1_20071009085127,regular
8766737,highway,secondary,regular
8766737,condition,good,regular
8766737,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766737,way_id,204599,massgis
8766766,name,Holyoke Street,regular
8766766,width,14.6,regular
8766766,oneway,yes,regular
8766766,source,massgis_import_v0.1_20071009085127,regular
8766766,highway,unclassified,regular
8766766,condition,fair,regular
8766766,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766766,way_id,182460,massgis
8766767,name,Holyoke Street,regular
8766767,lanes,2,regular
8766767,width,14.6,regular
8766767,oneway,yes,regular
8766767,source,massgis_import_v0.1_20071009085127,regular
8766767,highway,unclassified,regular
8766767,condition,fair,regular
8766767,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766767,way_id,182460,massgis
8766850,ref,US 5,regular
8766850,name,Ingleside Street,regular
8766850,lanes,2,regular
8766850,width,16.8,regular
8766850,oneway,yes,regular
8766850,source,massgis_import_v0.1_20071009085127,regular
8766850,highway,primary,regular
8766850,condition,fair,regular
8766850,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766850,way_id,199764,massgis
8766863,ramp,yes,regular
8766863,lanes,1,regular
8766863,width,15.2,regular
8766863,oneway,yes,regular
8766863,source,massgis_import_v0.1_20071009085127,regular
8766863,highway,motorway_link,regular
8766863,condition,good,regular
8766863,orig_name,Ramp-lower Westfield Rd To Rt 91;Ramp-rt 91 Sb To Lower Westfield,regular
8766863,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766863,way_id,113653;136269,massgis
8766956,source,massgis_import_v0.1_20071009085127,regular
8766956,highway,residential,regular
8766956,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766956,way_id,137,massgis
8766957,source,massgis_import_v0.1_20071009085127,regular
8766957,highway,service,regular
8766957,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766957,way_id,137,massgis
8766958,source,massgis_import_v0.1_20071009085127,regular
8766958,highway,service,regular
8766958,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766958,way_id,137,massgis
8766982,source,massgis_import_v0.1_20071009085127,regular
8766982,highway,service,regular
8766982,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766982,way_id,137,massgis
8766983,source,massgis_import_v0.1_20071009085127,regular
8766983,highway,service,regular
8766983,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766983,way_id,137,massgis
8766984,source,massgis_import_v0.1_20071009085127,regular
8766984,highway,service,regular
8766984,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8766984,way_id,137,massgis
8767010,source,massgis_import_v0.1_20071009085127,regular
8767010,highway,service,regular
8767010,service,parking_aisle,regular
8767010,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767010,way_id,137,massgis
8767016,source,massgis_import_v0.1_20071009085127,regular
8767016,highway,service,regular
8767016,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767016,way_id,137,massgis
8767050,source,massgis_import_v0.1_20071009085127,regular
8767050,highway,track,regular
8767050,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767050,way_id,137,massgis
8767054,source,massgis_import_v0.1_20071009085127,regular
8767054,highway,service,regular
8767054,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767054,way_id,137,massgis
8767055,source,massgis_import_v0.1_20071009085127,regular
8767055,highway,service,regular
8767055,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767055,way_id,137,massgis
8767070,source,massgis_import_v0.1_20071009085127,regular
8767070,highway,service,regular
8767070,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767070,way_id,137,massgis
8767073,source,massgis_import_v0.1_20071009085127,regular
8767073,highway,service,regular
8767073,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767073,way_id,137,massgis
8767076,source,massgis_import_v0.1_20071009085127,regular
8767076,highway,service,regular
8767076,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767076,way_id,137,massgis
8767213,source,massgis_import_v0.1_20071009085127,regular
8767213,highway,service,regular
8767213,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767213,way_id,137,massgis
8767215,source,massgis_import_v0.1_20071009085127,regular
8767215,highway,service,regular
8767215,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767215,way_id,137,massgis
8767218,source,massgis_import_v0.1_20071009085127,regular
8767218,highway,service,regular
8767218,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767218,way_id,137,massgis
8767223,source,massgis_import_v0.1_20071009085127,regular
8767223,highway,service,regular
8767223,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767223,way_id,137,massgis
8767254,source,massgis_import_v0.1_20071009085127,regular
8767254,highway,service,regular
8767254,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767254,way_id,137,massgis
8767255,source,massgis_import_v0.1_20071009085127,regular
8767255,highway,residential,regular
8767255,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767255,way_id,137,massgis
8767257,source,massgis_import_v0.1_20071009085127,regular
8767257,highway,residential,regular
8767257,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767257,way_id,137,massgis
8767301,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767301,highway,cycleway,regular
8767301,way_id,137,massgis
8767301,source,massgis_import_v0.1_20071009085127,regular
8767360,name,Holyoke Street,regular
8767360,lanes,2,regular
8767360,width,30.2,regular
8767360,oneway,yes,regular
8767360,source,massgis_import_v0.1_20071009085127,regular
8767360,highway,residential,regular
8767360,maxspeed,30 mph,regular
8767360,condition,good,regular
8767360,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767360,way_id,182460,massgis
8767360,maxspeed,massgis,source
8767499,name,Main Street,regular
8767499,lanes,1,regular
8767499,width,18.3,regular
8767499,oneway,yes,regular
8767499,source,massgis_import_v0.1_20071009085127,regular
8767499,highway,secondary,regular
8767499,condition,fair,regular
8767499,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767499,way_id,194349,massgis
8767641,name,Holyoke Street,regular
8767641,lanes,2,regular
8767641,width,30.2,regular
8767641,oneway,yes,regular
8767641,source,massgis_import_v0.1_20071009085127,regular
8767641,highway,residential,regular
8767641,maxspeed,30 mph,regular
8767641,condition,good,regular
8767641,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767641,way_id,182460,massgis
8767641,maxspeed,massgis,source
8767719,hgv,yes,regular
8767719,name,Jug Handle Road,regular
8767719,note,FIXME unreviewed oneway,regular
8767719,lanes,2,regular
8767719,width,8.2,regular
8767719,oneway,yes,regular
8767719,source,massgis_import_v0.1_20071009085127,regular
8767719,highway,residential,regular
8767719,condition,fair,regular
8767719,hgv,MassGIS,source
8767719,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767719,way_id,146045,massgis
8767732,lanes,2,regular
8767732,width,9.1,regular
8767732,source,massgis_import_v0.1_20071009085127,regular
8767732,highway,tertiary,regular
8767732,condition,fair,regular
8767732,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767732,way_id,199498,massgis
8767825,name,Brightside Drive,regular
8767825,lanes,2,regular
8767825,source,massgis_import_v0.1_20071009085127;massgis_import_v0.1_20071009094422,regular
8767825,highway,service,regular
8767825,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767825,way_id,154169;325,massgis
8767826,name,Whitney Avenue,regular
8767826,lanes,3,regular
8767826,width,12.2,regular
8767826,oneway,yes,regular
8767826,source,massgis_import_v0.1_20071009085127,regular
8767826,highway,secondary,regular
8767826,condition,good,regular
8767826,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767826,way_id,204599,massgis
8767828,name,Whitney Avenue,regular
8767828,lanes,3,regular
8767828,width,12.2,regular
8767828,oneway,yes,regular
8767828,source,massgis_import_v0.1_20071009085127,regular
8767828,highway,secondary,regular
8767828,condition,good,regular
8767828,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767828,way_id,204599,massgis
8767891,hgv,designated,regular
8767891,ref,I 91,regular
8767891,foot,no,regular
8767891,horse,no,regular
8767891,lanes,3,regular
8767891,layer,1,regular
8767891,width,91.5,regular
8767891,bridge,yes,regular
8767891,oneway,yes,regular
8767891,source,massgis_import_v0.1_20071009085127;massgis_import_v0.1_20071009094422,regular
8767891,bicycle,no,regular
8767891,highway,motorway,regular
8767891,maxspeed,65 mph,regular
8767891,sidewalk,none,regular
8767891,condition,good,regular
8767891,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767891,way_id,170676;193199,massgis
8767927,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767927,condition,deficient,regular
8767927,highway,cycleway,regular
8767927,lanes,2,regular
8767927,way_id,145821,massgis
8767927,name,Dailey's Road,regular
8767927,source,massgis_import_v0.1_20071009085127,regular
8767927,surface,unpaved,regular
8767927,width,15.2,regular
8767938,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767938,condition,deficient,regular
8767938,highway,cycleway,regular
8767938,lanes,2,regular
8767938,way_id,149744,massgis
8767938,name,Lower Westfield Road,regular
8767938,source,massgis_import_v0.1_20071009085127,regular
8767938,surface,unpaved,regular
8767938,width,7.6,regular
8767972,name,Gary Drive,regular
8767972,lanes,2,regular
8767972,width,13.7,regular
8767972,source,massgis_import_v0.1_20071009085127,regular
8767972,highway,residential,regular
8767972,condition,fair,regular
8767972,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767972,way_id,184660,massgis
8767978,name,Mont Marie Road,regular
8767978,lanes,2,regular
8767978,source,massgis_import_v0.1_20071009085127,regular
8767978,highway,service,regular
8767978,condition,fair,regular
8767978,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767978,way_id,180204,massgis
8767984,name,Mall Drive,regular
8767984,width,11.0,regular
8767984,oneway,yes,regular
8767984,source,massgis_import_v0.1_20071009085127,regular
8767984,highway,unclassified,regular
8767984,condition,good,regular
8767984,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8767984,way_id,150037,massgis
8768001,ref,US 5,regular
8768001,name,Ingleside Street,regular
8768001,lanes,2,regular
8768001,width,16.8,regular
8768001,oneway,yes,regular
8768001,source,massgis_import_v0.1_20071009085127,regular
8768001,highway,primary,regular
8768001,condition,fair,regular
8768001,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768001,way_id,199764,massgis
8768173,name,Holyoke Street,regular
8768173,lanes,4,regular
8768173,width,14.6,regular
8768173,oneway,yes,regular
8768173,source,massgis_import_v0.1_20071009085127,regular
8768173,highway,unclassified,regular
8768173,condition,fair,regular
8768173,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768173,way_id,182460,massgis
8768175,name,Holyoke Street,regular
8768175,lanes,2,regular
8768175,width,14.6,regular
8768175,oneway,yes,regular
8768175,source,massgis_import_v0.1_20071009085127,regular
8768175,highway,unclassified,regular
8768175,condition,fair,regular
8768175,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768175,way_id,182460,massgis
8768186,name,Whitney Avenue,regular
8768186,lanes,2,regular
8768186,width,12.2,regular
8768186,source,massgis_import_v0.1_20071009085127,regular
8768186,highway,secondary,regular
8768186,condition,good,regular
8768186,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768186,way_id,204599,massgis
8768206,ramp,yes,regular
8768206,lanes,1,regular
8768206,width,15.2,regular
8768206,oneway,yes,regular
8768206,source,massgis_import_v0.1_20071009085127,regular
8768206,highway,motorway_link,regular
8768206,condition,good,regular
8768206,orig_name,Ramp-rt 90 And Rt 5 To Rt 91 Nb,regular
8768206,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768206,destination,Holyoke,regular
8768206,way_id,172325,massgis
8768206,ref,I 91 North,destination
8768241,name,Providence Hospital Road,regular
8768241,source,massgis_import_v0.1_20071009085127,regular
8768241,highway,service,regular
8768241,condition,good,regular
8768241,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768241,way_id,211127,massgis
8768286,hgv,designated,regular
8768286,ref,I 91,regular
8768286,foot,no,regular
8768286,horse,no,regular
8768286,lanes,2,regular
8768286,layer,1,regular
8768286,width,91.5,regular
8768286,bridge,yes,regular
8768286,oneway,yes,regular
8768286,source,massgis_import_v0.1_20071009085127,regular
8768286,bicycle,no,regular
8768286,highway,motorway,regular
8768286,maxspeed,65 mph,regular
8768286,sidewalk,none,regular
8768286,condition,good,regular
8768286,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768286,way_id,170676,massgis
8768349,name,Richard Eger Drive,regular
8768349,lanes,2,regular
8768349,width,13.7,regular
8768349,source,massgis_import_v0.1_20071009085127,regular
8768349,highway,residential,regular
8768349,condition,fair,regular
8768349,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768349,way_id,117894,massgis
8768357,name,Providence Hospital Road,regular
8768357,lanes,2,regular
8768357,source,massgis_import_v0.1_20071009085127,regular
8768357,highway,service,regular
8768357,condition,good,regular
8768357,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768357,way_id,211127,massgis
8768528,name,Whitney Avenue,regular
8768528,lanes,2,regular
8768528,width,9.1,regular
8768528,source,massgis_import_v0.1_20071009085127,regular
8768528,highway,secondary,regular
8768528,condition,good,regular
8768528,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768528,way_id,204599,massgis
8768718,name,Mall Drive,regular
8768718,lanes,3,regular
8768718,width,11.0,regular
8768718,oneway,yes,regular
8768718,source,massgis_import_v0.1_20071009085127,regular
8768718,highway,unclassified,regular
8768718,condition,good,regular
8768718,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768718,way_id,150037,massgis
8768721,name,Mall Drive,regular
8768721,lanes,1,regular
8768721,width,11.0,regular
8768721,oneway,yes,regular
8768721,source,massgis_import_v0.1_20071009085127,regular
8768721,highway,unclassified,regular
8768721,condition,good,regular
8768721,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768721,way_id,150037,massgis
8768725,hgv,yes,regular
8768725,ref,US 5,regular
8768725,name,Main Street,regular
8768725,lanes,2,regular
8768725,width,27.4,regular
8768725,oneway,yes,regular
8768725,source,massgis_import_v0.1_20071009085127,regular
8768725,highway,primary,regular
8768725,condition,fair,regular
8768725,hgv,MassGIS,source
8768725,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768725,way_id,194349,massgis
8768729,hgv,yes,regular
8768729,ref,US 5,regular
8768729,name,Main Street,regular
8768729,lanes,2,regular
8768729,width,27.4,regular
8768729,oneway,yes,regular
8768729,source,massgis_import_v0.1_20071009085127,regular
8768729,highway,primary,regular
8768729,condition,fair,regular
8768729,hgv,MassGIS,source
8768729,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8768729,way_id,194349,massgis
8882181,name,Ridgewood Road,regular
8882181,lanes,2,regular
8882181,width,15.2,regular
8882181,source,massgis_import_v0.1_20071009102359,regular
8882181,highway,residential,regular
8882181,condition,fair,regular
8882181,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882181,way_id,129363,massgis
8882187,name,Morris Street,regular
8882187,lanes,1,regular
8882187,width,7.3,regular
8882187,source,massgis_import_v0.1_20071009102359,regular
8882187,highway,residential,regular
8882187,condition,fair,regular
8882187,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882187,way_id,163251,massgis
8882194,hgv,yes,regular
8882194,ref,MA 116,regular
8882194,name,Center Street,regular
8882194,lanes,2,regular
8882194,width,15.2,regular
8882194,oneway,yes,regular
8882194,source,massgis_import_v0.1_20071009102359,regular
8882194,highway,secondary,regular
8882194,condition,good,regular
8882194,hgv,MassGIS,source
8882194,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882194,way_id,180456,massgis
8882195,hgv,yes,regular
8882195,ref,MA 116,regular
8882195,name,Center Street,regular
8882195,lanes,2,regular
8882195,width,15.2,regular
8882195,oneway,yes,regular
8882195,source,massgis_import_v0.1_20071009102359,regular
8882195,highway,secondary,regular
8882195,condition,good,regular
8882195,hgv,MassGIS,source
8882195,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882195,way_id,180456,massgis
8882196,ramp,yes,regular
8882196,toll,no,regular
8882196,lanes,1,regular
8882196,width,15.2,regular
8882196,oneway,yes,regular
8882196,source,massgis_import_v0.1_20071009102359,regular
8882196,highway,motorway_link,regular
8882196,maxspeed,25 mph,regular
8882196,hgv,yes,toll
8882196,condition,good,regular
8882196,orig_name,Ramp-rt 33/montgomery St To Rt 90 Eb,regular
8882196,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882196,way_id,153293,massgis
8882201,ramp,yes,regular
8882201,toll,no,regular
8882201,lanes,1,regular
8882201,width,15.2,regular
8882201,oneway,yes,regular
8882201,source,massgis_import_v0.1_20071009102359,regular
8882201,highway,motorway_link,regular
8882201,maxspeed,25 mph,regular
8882201,hgv,yes,toll
8882201,condition,good,regular
8882201,orig_name,Ramp-rt 33/montgomery St To Rt 90,regular
8882201,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882201,way_id,190636,massgis
8882205,name,Main Street,regular
8882205,lanes,2,regular
8882205,width,20.1,regular
8882205,source,massgis_import_v0.1_20071009102359,regular
8882205,highway,secondary,regular
8882205,condition,good,regular
8882205,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882205,way_id,194788,massgis
8882206,name,Wayfield Avenue,regular
8882206,lanes,2,regular
8882206,width,15.2,regular
8882206,source,massgis_import_v0.1_20071009102359,regular
8882206,highway,residential,regular
8882206,condition,fair,regular
8882206,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882206,way_id,150860,massgis
8882212,name,Knapp Street,regular
8882212,lanes,2,regular
8882212,width,12.2,regular
8882212,source,massgis_import_v0.1_20071009102359,regular
8882212,highway,residential,regular
8882212,condition,fair,regular
8882212,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882212,way_id,129251,massgis
8882214,name,Ames Avenue,regular
8882214,lanes,2,regular
8882214,width,15.2,regular
8882214,source,massgis_import_v0.1_20071009102359,regular
8882214,highway,residential,regular
8882214,condition,deficient,regular
8882214,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882214,way_id,192405,massgis
8882216,name,Arlington Street,regular
8882216,lanes,2,regular
8882216,width,15.2,regular
8882216,source,massgis_import_v0.1_20071009102359,regular
8882216,highway,residential,regular
8882216,condition,good,regular
8882216,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882216,way_id,209647,massgis
8882219,name,Mckeag Avenue,regular
8882219,note,FIXME unreviewed oneway,regular
8882219,lanes,1,regular
8882219,width,5.5,regular
8882219,oneway,yes,regular
8882219,source,massgis_import_v0.1_20071009102359,regular
8882219,highway,residential,regular
8882219,condition,fair,regular
8882219,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882219,way_id,194537,massgis
8882224,name,Boisvert Street,regular
8882224,lanes,2,regular
8882224,width,15.2,regular
8882224,source,massgis_import_v0.1_20071009102359,regular
8882224,highway,residential,regular
8882224,condition,good,regular
8882224,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882224,way_id,211173,massgis
8882231,name,Crescent Drive,regular
8882231,lanes,2,regular
8882231,width,15.2,regular
8882231,source,massgis_import_v0.1_20071009102359,regular
8882231,highway,residential,regular
8882231,condition,deficient,regular
8882231,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882231,way_id,138326,massgis
8882238,name,Dwight Terrace,regular
8882238,lanes,2,regular
8882238,width,6.7,regular
8882238,source,massgis_import_v0.1_20071009102359,regular
8882238,highway,residential,regular
8882238,condition,deficient,regular
8882238,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882238,way_id,134010,massgis
8882239,name,Lapa Farm Road,regular
8882239,lanes,2,regular
8882239,width,15.2,regular
8882239,source,massgis_import_v0.1_20071009102359,regular
8882239,highway,residential,regular
8882239,maxspeed,30 mph,regular
8882239,condition,good,regular
8882239,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882239,way_id,164980,massgis
8882239,maxspeed,massgis,source
8882243,name,Fedak Drive,regular
8882243,lanes,2,regular
8882243,width,15.2,regular
8882243,source,massgis_import_v0.1_20071009102359,regular
8882243,highway,residential,regular
8882243,condition,good,regular
8882243,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882243,way_id,186626,massgis
8882249,name,Woodlawn Street,regular
8882249,lanes,2,regular
8882249,width,15.2,regular
8882249,source,massgis_import_v0.1_20071009102359,regular
8882249,highway,residential,regular
8882249,condition,fair,regular
8882249,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882249,way_id,141878,massgis
8882250,name,Graham Drive,regular
8882250,lanes,2,regular
8882250,width,15.2,regular
8882250,source,massgis_import_v0.1_20071009102359,regular
8882250,highway,residential,regular
8882250,condition,good,regular
8882250,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882250,way_id,153534,massgis
8882251,name,Campbell Place,regular
8882251,lanes,2,regular
8882251,width,9.1,regular
8882251,source,massgis_import_v0.1_20071009102359,regular
8882251,highway,residential,regular
8882251,condition,good,regular
8882251,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882251,way_id,179757,massgis
8882254,name,Farnsworth Street,regular
8882254,lanes,2,regular
8882254,width,18.3,regular
8882254,source,massgis_import_v0.1_20071009102359,regular
8882254,highway,residential,regular
8882254,condition,fair,regular
8882254,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882254,way_id,188095,massgis
8882256,name,Sunflower Avenue,regular
8882256,lanes,2,regular
8882256,width,15.2,regular
8882256,source,massgis_import_v0.1_20071009102359,regular
8882256,highway,residential,regular
8882256,condition,good,regular
8882256,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882256,way_id,174968,massgis
8882259,name,Abbey Street,regular
8882259,lanes,2,regular
8882259,width,12.2,regular
8882259,source,massgis_import_v0.1_20071009102359,regular
8882259,highway,residential,regular
8882259,condition,fair,regular
8882259,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882259,way_id,144874,massgis
8882262,hgv,yes,regular
8882262,ref,MA 116,regular
8882262,name,Springfield Street,regular
8882262,lanes,2,regular
8882262,width,18.3,regular
8882262,source,massgis_import_v0.1_20071009102359,regular
8882262,highway,secondary,regular
8882262,maxspeed,30 mph,regular
8882262,condition,fair,regular
8882262,hgv,MassGIS,source
8882262,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882262,way_id,209586,massgis
8882268,name,Swol Street,regular
8882268,lanes,2,regular
8882268,width,15.2,regular
8882268,source,massgis_import_v0.1_20071009102359,regular
8882268,highway,residential,regular
8882268,condition,good,regular
8882268,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882268,way_id,202124,massgis
8882274,name,Broadway,regular
8882274,lanes,1,regular
8882274,width,30.5,regular
8882274,oneway,yes,regular
8882274,source,massgis_import_v0.1_20071009102359,regular
8882274,highway,secondary,regular
8882274,condition,fair,regular
8882274,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882274,way_id,184558,massgis
8882275,name,Chatham Street,regular
8882275,lanes,2,regular
8882275,width,15.2,regular
8882275,source,massgis_import_v0.1_20071009102359,regular
8882275,highway,residential,regular
8882275,condition,good,regular
8882275,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882275,way_id,151526,massgis
8882278,name,Wilson Avenue,regular
8882278,lanes,2,regular
8882278,width,15.2,regular
8882278,source,massgis_import_v0.1_20071009102359,regular
8882278,highway,residential,regular
8882278,condition,fair,regular
8882278,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882278,way_id,113064,massgis
8882294,name,Percy Street,regular
8882294,lanes,2,regular
8882294,width,12.2,regular
8882294,source,massgis_import_v0.1_20071009102359,regular
8882294,highway,residential,regular
8882294,condition,good,regular
8882294,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882294,way_id,152122,massgis
8882298,name,Worthington Street,regular
8882298,lanes,2,regular
8882298,width,15.2,regular
8882298,source,massgis_import_v0.1_20071009102359,regular
8882298,highway,residential,regular
8882298,condition,good,regular
8882298,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882298,way_id,150554,massgis
8882301,name,Lorimer Street,regular
8882301,lanes,2,regular
8882301,width,15.2,regular
8882301,source,massgis_import_v0.1_20071009102359,regular
8882301,highway,residential,regular
8882301,condition,good,regular
8882301,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882301,way_id,145563,massgis
8882304,name,Ludger Avenue,regular
8882304,lanes,2,regular
8882304,width,15.2,regular
8882304,source,massgis_import_v0.1_20071009102359,regular
8882304,highway,residential,regular
8882304,condition,good,regular
8882304,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882304,way_id,115447,massgis
8882305,name,Donlyn Drive,regular
8882305,lanes,2,regular
8882305,width,14.6,regular
8882305,source,massgis_import_v0.1_20071009102359,regular
8882305,highway,residential,regular
8882305,condition,good,regular
8882305,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882305,way_id,133873,massgis
8882310,name,Pine Street,regular
8882310,lanes,2,regular
8882310,width,15.2,regular
8882310,source,massgis_import_v0.1_20071009102359,regular
8882310,highway,residential,regular
8882310,condition,good,regular
8882310,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882310,way_id,150406,massgis
8882312,name,Hampden Street,regular
8882312,lanes,2,regular
8882312,width,15.2,regular
8882312,source,massgis_import_v0.1_20071009102359,regular
8882312,highway,secondary,regular
8882312,condition,fair,regular
8882312,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882312,way_id,114909,massgis
8882313,ramp,yes,regular
8882313,lanes,1,regular
8882313,width,15.2,regular
8882313,oneway,yes,regular
8882313,source,massgis_import_v0.1_20071009102359,regular
8882313,highway,motorway_link,regular
8882313,condition,good,regular
8882313,orig_name,Ramp-rt 391 To Rt 116,regular
8882313,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882313,way_id,182442,massgis
8882315,name,Newbury Street,regular
8882315,lanes,2,regular
8882315,width,15.2,regular
8882315,source,massgis_import_v0.1_20071009102359,regular
8882315,highway,tertiary,regular
8882315,condition,fair,regular
8882315,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882315,way_id,164749,massgis
8882317,name,Carter Drive,regular
8882317,lanes,2,regular
8882317,width,15.2,regular
8882317,source,massgis_import_v0.1_20071009102359,regular
8882317,highway,residential,regular
8882317,condition,fair,regular
8882317,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882317,way_id,111984,massgis
8882319,name,Patrick Street,regular
8882319,lanes,2,regular
8882319,width,9.1,regular
8882319,source,massgis_import_v0.1_20071009102359,regular
8882319,highway,residential,regular
8882319,condition,good,regular
8882319,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882319,way_id,113296,massgis
8882321,name,End Street,regular
8882321,lanes,2,regular
8882321,width,15.2,regular
8882321,source,massgis_import_v0.1_20071009102359,regular
8882321,highway,residential,regular
8882321,condition,good,regular
8882321,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882321,way_id,188767,massgis
8882331,name,Church Street,regular
8882331,lanes,2,regular
8882331,width,21.3,regular
8882331,oneway,yes,regular
8882331,source,massgis_import_v0.1_20071009102359,regular
8882331,highway,secondary,regular
8882331,maxspeed,30 mph,regular
8882331,condition,good,regular
8882331,attribution,Office of Geographic and Environmental Information (MassGIS),regular
8882331,way_id,141281,massgis
8882334,hgv,designated,regular
8882334,ref,I 90,regular
8882334,foot,no,regular
8882334,name,Massachusetts Turnpike,regular
